t_run_s,state,e_y_m,heading_error_rad,v_x_mps,steering_cmd_rad,speed_cmd_mps,mpc_solve_time_ms,pos_x_m,pos_y_m,lap_idx
3.6888,RUNNING_PP,2.62795,0.01078,-0.0005,-0.26698,21.9968,0.8520,-384.32050,-234.76799,0
3.7089,RUNNING_PP,2.62798,0.01078,-0.0005,-0.26697,21.9967,0.8520,-384.32047,-234.76790,0
3.7293,RUNNING_PP,2.62803,0.01077,-0.0005,-0.26698,21.9966,0.8520,-384.32047,-234.76782,0
3.7494,RUNNING_PP,2.62804,0.01077,-0.0005,-0.26698,21.9967,0.9178,-384.32043,-234.76776,0
3.7687,RUNNING_PP,2.62802,0.01077,-0.0004,-0.26698,21.9967,0.9178,-384.32037,-234.76772,0
3.7890,RUNNING_PP,2.62802,0.01077,-0.0004,-0.26698,21.9967,0.9178,-384.32037,-234.76772,0
3.8089,RUNNING_PP,2.62805,0.01077,-0.0002,-0.26698,21.9967,0.9178,-384.32037,-234.76767,0
3.8288,RUNNING_PP,2.62805,0.01077,-0.0003,-0.26698,21.9987,0.9178,-384.32037,-234.76765,0
3.8486,RUNNING_PP,2.62806,0.01077,-0.0003,-0.26698,21.9984,0.7582,-384.32034,-234.76761,0
3.8691,RUNNING_PP,2.62808,0.01077,-0.0003,-0.26698,21.9980,0.7582,-384.32034,-234.76758,0
3.8889,RUNNING_PP,2.62809,0.01077,-0.0003,-0.26698,21.9980,0.7582,-384.32031,-234.76752,0
3.9087,RUNNING_PP,2.62811,0.01077,-0.0003,-0.26698,21.9981,0.7582,-384.32031,-234.76747,0
3.9288,RUNNING_PP,2.62808,0.01077,-0.0003,-0.26698,21.9980,0.7582,-384.32025,-234.76744,0
3.9488,RUNNING_PP,2.62812,0.01077,-0.0003,-0.26698,21.9979,0.7697,-384.32025,-234.76738,0
3.9694,RUNNING_PP,2.62798,0.01050,0.0408,-0.26685,21.9586,0.7697,-384.31937,-234.76640,0
3.9889,RUNNING_PP,2.62798,0.01050,0.0408,-0.26685,21.9586,0.7697,-384.31937,-234.76640,0
4.0087,RUNNING_PP,2.62772,0.01004,0.0534,-0.26685,21.9586,0.7697,-384.31750,-234.76431,0
4.0288,RUNNING_PP,2.62748,0.00982,0.0650,-0.26649,21.9340,0.7697,-384.31613,-234.76285,0
4.0487,RUNNING_PP,2.62726,0.00931,0.0910,-0.26649,21.9340,0.7697,-384.31433,-234.76076,0
4.0688,RUNNING_PP,2.62691,0.00898,0.1011,-0.26623,21.9081,0.7697,-384.31216,-234.75841,0
4.0888,RUNNING_PP,2.62665,0.00898,0.1170,-0.26604,21.8979,0.7697,-384.30969,-234.75548,0
4.1088,RUNNING_PP,2.62596,0.00685,0.1785,-0.26577,21.8821,0.7697,-384.30313,-234.74770,0
4.1286,RUNNING_PP,2.62554,0.00608,0.2034,-0.26497,21.8202,0.7697,-384.29904,-234.74284,0
4.1488,RUNNING_PP,2.62503,0.00515,0.2142,-0.26457,21.7952,0.7697,-384.29453,-234.73755,0
4.1688,RUNNING_PP,2.62448,0.00406,0.2614,-0.26409,21.7843,0.7697,-384.28940,-234.73149,0
4.1889,RUNNING_PP,2.62333,0.00163,0.3046,-0.26353,21.7369,0.7697,-384.27756,-234.71730,0
4.2087,RUNNING_PP,2.62273,0.00163,0.3307,-0.26229,21.6937,0.7697,-384.27063,-234.70888,0
4.2287,RUNNING_PP,2.62194,-0.00147,0.3801,-0.26154,21.6675,0.7697,-384.26285,-234.69960,0
4.2486,RUNNING_PP,2.62101,-0.00322,0.4177,-0.26070,21.6178,0.7697,-384.25424,-234.68945,0
4.2688,RUNNING_PP,2.62003,-0.00515,0.4454,-0.25979,21.5798,3.0150,-384.24503,-234.67854,0
4.2887,RUNNING_PP,2.61775,-0.00939,0.5183,-0.25878,21.5522,3.0150,-384.22412,-234.65392,0
